Category,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
Snacks,25013,19,29,0,67.26,0,14.8,8.8,441,0,2.1,7.95,0,0.02,12.2,7.2,0.14,2.04,11.501,6.513,2.166,21.11,20,0.227,1.74,76,222,232,423,1.65,3,0,0.2,0,7.04,2.4
Formulated bar,25015,0,10,0,50.5,6,1.7,12.5,0,0,25,25,651,2.125,3.9,28.75,1.875,9,2.645,2.892,6.25,12.5,625,0.977,10.13,175,375,188,238,6.56,652,7.5,2.5,75,16.88,10.4
Formulated bar,25017,0,0,0,69.63,0,18.4,5.7,0,0,32.6,14.15,0,1.92,7.8,30.07,8.06,9.83,1.05,0.589,1.32,3.11,504,1.43,11.7,248,614,362,308,9.96,0,5.6,2.2,92.3,8.28,1.1
Formulated bar,25020,0,0,0,60.21,7,40.6,5.1,0,0,21.2,16.19,940,1.9,46.7,25,1.7,10.87,2.428,1.132,5.36,8.92,668,0.284,4.98,250,673,289,253,5.73,940,7.9,2.1,96.6,6,129.3
Pretzels,25024,0,0,0,71.04,0,17.7,1.7,17,0,4.27,8.2,0,0.29,17.2,0.25,0.41,15,1.071,0.948,0.695,3.1,23,0.126,3.92,21,79,88,252,0.94,0,0,0.02,0,0.54,2.7
Snacks,25025,0,0,0,53.15,0,110.9,3.5,0,0,2.978,26.5,0,0.349,12.1,1.8,0.333,8.5,1.661,4.018,1.102,7.35,171,2.456,5.2,170,7,7,842,1.5,0,0,0.513,0,1.01,11.9
Popcorn,25026,5,53,100,55.99,0,15.4,10.1,1070,0,1.522,8.69,0,0.06,7.1,0.3,0.042,1.04,11.391,3.759,14.785,31.07,23,0.201,2,105,258,431,763,2.25,9,0,0.295,0,2.87,4.2
Snacks,25027,441,611,0,63.84,0,0,3.5,16,36,0.802,2.28,0,0.04,0.4,0.92,0.065,2.09,5.632,11.739,8.337,29.59,9,0.198,0.97,71,78,786,202,0.37,69,0,0.46,32.1,5.04,28.6
Snacks,25030,1,1138,41,57.97,0,27.5,10.9,0,0,1.768,4.13,0,0.131,3.2,9.75,0.227,4.54,15.409,6.93,1.887,29.81,79,0.433,1.64,86,198,1266,246,1.15,97,0,0.53,12.1,8.16,44.5
Formulated bar,25031,0,0,0,45,8,73,2,2,0,20,30,1050,1.7,3.9,27,0.75,7,3.828,4.804,4.499,14,200,0.774,3.6,80,300,250,444,7.5,1050,4.2,2,120,24,1.6
Snacks,25032,0,5,1,63.42,6,48.4,7.7,43,0,0.68,16.67,16,0.151,11.3,42.31,0.135,9.23,2.558,1.228,3.227,7.69,103,0.382,1.62,321,255,429,321,1.4,17,0.16,0.095,0.4,0.81,3.6
Snacks,25033,0,1,1,53.26,0,46.7,11.4,38,0,1.158,18.57,1,0.289,9.1,17.14,0.115,9.34,9.486,4.181,1.213,15.71,0,0.506,3.39,107,271,415,293,1.6,2,0,0.063,0,7.14,2.7
Snacks,25035,0,1,0,69.4,0,15.5,3.1,47,0,1.049,5.55,0,0.116,5.7,20.8,0.19,11.65,5.303,1.44,5.008,12.5,417,0.163,2.03,48,159,199,312,1.34,0,0.09,0.089,0.1,1.52,2.3
Snacks,25036,0,3,0,66.27,0,31.2,5.7,82,0,2.318,7.17,2,0.146,20,30,0.199,7.88,3.194,2.546,9.888,17.5,41,0.247,1.56,69,216,285,167,1.92,2,0.07,0.143,0.2,2.51,9.1
Snacks,25037,0,0,0,68.26,0,9.1,3.8,15,0,7.043,11.79,0,0.307,33.1,4.76,0.56,2,10.842,2.13,1.342,15.2,17,0.141,4.59,37,124,129,854,0.96,0,0,0.109,0,6.93,1.2
Snacks,25038,0,1,0,60.13,0,27.1,4.3,15,0,1.318,8.6,5,0.36,6.5,34,0.102,8.74,9.491,3.643,5.668,20,136,0.337,1.49,95,192,320,486,1.41,5,0.14,0.072,0.2,7.6,1.5
Snacks,25039,2,3,1,75.47,36,47.3,4.6,58,0,6.667,6.67,235,0.567,16,31.54,0.5,9.86,1.531,2.559,1.299,6.67,333,0.173,6,69,167,238,367,1.42,236,0.08,0.667,0.9,2.25,6.9
Snacks,25040,0,102,0,60.43,0,31.5,4.7,0,7248,2.767,5.32,0,0.059,1,4.04,0.133,6.31,14.566,6.602,1.762,23.3,52,0.232,1.55,53,130,838,412,0.5,9,0,0.545,4.9,4.84,17.5
Snacks,25043,0,0,0,86.9,3,57.8,0.2,2,0,0.173,0,1,0.343,6,65,0.079,3.73,0.983,3.886,1.389,7.5,500,0.021,0.19,23,190,338,75,0.86,1,0.76,0.069,180,0.6,13.5
Formulated bar,25045,0,0,0,69.82,0,12.4,22.5,65,0,7.903,5,0,0.091,8.9,25,0.688,12.04,3.522,2.334,3.397,10,250,0.262,0.9,190,419,447,237,1.96,0,0,0.963,1.2,1.47,2.6
Snacks,25046,0,0,0,66.36,0,17.8,4.1,14,0,7.66,12.34,0,0.337,36.2,6.02,0.523,5.05,6.05,2.085,6.835,15.14,24,0.167,5.05,39,131,140,233,1,0,0,0.117,0,0.81,5.2
Snacks,25048,0,5,0,66.72,0,24,7.5,40,0,6.442,9.38,266,0.616,11.3,32.45,0.465,11.26,5.705,2.581,1.93,10.93,65,0.436,5.65,105,290,328,195,3.28,267,1.16,0.612,0.2,3.72,1.2
Snacks,25051,0,12,0,65.44,0,46.2,7.4,37,0,4.412,14.71,0,0.375,20.6,31.62,0.551,11,1.093,2.182,1.471,5.88,368,0.441,6.62,147,294,412,195,4.41,1,1.32,0.588,88.2,0.24,36.8
Snacks,25052,1,32,0,79.17,0,24.4,4.2,32,0,1.064,4.17,0,0.076,10.1,29.17,0.189,6.23,2.945,1.929,2.083,8.33,333,0.307,1.5,71,152,224,313,1.23,3,0.03,0.122,0.5,2.23,2.8
Snacks,25053,0,0,0,61.14,0,49.1,2.9,9,0,3.413,9.14,142,0.528,10,33.14,0.357,3.7,9.083,5.141,6.857,22.86,57,0.339,1.44,102,272,390,414,1.77,142,0.25,0.32,0.3,6.89,11.7
Snacks,25054,0,0,0,74.29,0,19.6,4.4,0,0,7.302,5.71,475,0.542,12.3,40,0.905,7.18,6.372,3.476,1.372,11.43,286,0.173,1.03,62,191,168,271,1.58,475,0.01,0.708,0,1.7,6.9
Snacks,25055,0,1,0,72.27,0,28.6,3.8,0,0,5.443,5.71,302,0.391,10.5,42.86,0.64,9.3,4.585,4.028,1.435,11.43,116,0.226,8.71,63,168,189,185,1.35,302,0,0.52,0.1,2.66,7.5
Snacks,25056,0,1,0,64.96,0,20.2,3.2,43,0,1.007,7.52,4,0.097,14.6,37.61,0.132,5.56,3.499,7.051,8.693,20.42,65,0.217,1.16,55,162,231,269,1.2,4,0.06,0.115,0.3,4.19,2
Snacks,25059,0,1,0,81.5,0,24.3,4.2,22,0,7.806,8.2,0,0.165,24.6,0.6,0.061,5.8,1.03,0.98,0.642,2.8,11,0.445,1.49,131,360,290,326,3,0,0,0.15,0,6.54,6.5
Snack,25060,0,0,0,70.07,0,39.7,3.5,9,0,2.398,7.05,25,0.317,14.5,38.8,0.36,3.06,3.293,2.82,8.611,17.64,141,0.262,2.54,35,128,199,494,1.33,25,0.32,0.031,0,0.62,11.1
Snacks,25063,0,0,0,65.34,0,32.9,2.7,0,0,2.558,5.3,0,0.085,8.4,4.08,0.132,2.27,4.285,10.614,6.307,24.74,26,0.141,0.85,40,127,330,544,0.91,0,0,0.252,0.7,9.08,7.3
Snacks,25064,0,0,0,53.54,0,12.1,4.2,0,0,5.476,6.72,0,0.173,7.8,0.34,0.158,1.35,14.938,12.416,5.49,35.39,24,0.299,1.43,62,148,1304,187,1.51,0,0,0.651,27.3,7.72,22.1
Snacks,25065,0,0,0,78.62,0,2.9,3.3,0,0,0.232,3.52,0,0.003,2.2,4.22,0.015,6.91,2.406,0.63,3.307,6.67,0,0.052,0.46,7,21,69,1567,0.09,0,0,0.051,0.3,1.07,0.5
Snacks,25066,42,901,0,62.2,0,57.9,3.8,4930,0,5.06,14.11,0,0.314,7.2,14.11,0.614,6.93,5.792,1.951,5.29,14.11,123,0.444,3.8,102,270,732,300,3.31,77,0,0.548,0,2.31,50.3
Formulated Bar,25067,0,3901,0,38.4,3,108.2,7.3,0,0,1.268,30.34,66,0.437,9,15.17,0.176,12.16,4.29,5.326,3.384,15.17,322,0.846,5.4,71,445,793,436,2.39,391,0.61,0.226,27.9,4.61,350.6
Snack,25068,0,10,0,48.73,1,91.2,3.1,0,0,8.991,28,1495,1.708,23.3,34.89,1.628,7.76,8.115,1.969,1.149,12,543,0.771,10.9,119,465,678,253,3.52,1496,1.24,0.89,11.2,5.84,1.3
Snacks,25070,0,0,0,59.09,2,17.6,5.6,116,0,2.631,7.14,0,0.091,33.1,21.43,0.264,13.6,7.997,3.971,5.357,17.86,20,0.221,1.91,72,191,193,571,1.38,0,0.02,0.216,0,3.28,12.8
Rice crackers,25071,0,0,0,82.64,0,33.4,0,0,0,5.537,10,0,0.101,25.5,0,0.436,0.11,3.021,1.641,0,5,0,0.301,0,156,362,243,233,2.2,0,0,0.554,0,1.26,2.1
Soup,27000,1,16,1,4.29,23,33,0.4,48,0,0.156,1.16,18,0.019,0.4,0.09,0.019,92.87,0.191,0.129,0.166,0.61,7,0.019,0.26,2,15,22,370,0.09,20,0.03,0.02,6.5,0.13,1.2
Soup,27001,0,1,1,4.35,21,39.9,0.5,22,0,0.507,2.58,9,0.031,0.4,0.42,0.026,90.65,0.288,0.311,0.229,1.21,19,0.026,0.64,9,32,55,376,0.22,9,0.1,0.064,0,0.39,1.1
Soup,27002,0,6,0,5.25,4,19,0.2,12,0,0.58,2.08,1,0.016,1.1,0.34,0.024,91.18,0.077,0.071,0.062,0.26,5,0.024,0.21,3,18,32,406,0.12,1,0.09,0.076,0.7,0.06,0.9
Soup,27035,0,1,0,70.95,0,13.1,2.7,16,0,4.906,10.89,0,0.41,30.9,0.85,0.582,12.08,0.685,1.438,0,2.5,22,0.165,4.52,23,117,128,1200,0.74,0,0,0.065,1.2,0.24,0.9
Soup,27043,0,5,0,5.68,3,6.6,0.8,20,0,0.422,2.33,7,0.015,4.3,0,0.015,86.53,0.908,1.997,0.701,4.23,14,0.025,0.56,13,31,337,194,0.27,8,4.63,0.13,3.3,0.4,8.2
Soup,27044,142,506,0,3.84,4,5.7,0.8,58,0,1.396,3.29,1,0.022,4.5,0.34,0.032,90.46,0.594,0.325,0.394,1.34,11,0.025,0.33,8,42,285,186,0.18,49,0.15,0.06,0.4,0.1,2.3
Sauce,27046,0,100,0,60.66,0,1.7,0.6,1,0,0.239,0.36,0,0.014,1.3,30.54,0.023,37.44,0.018,0.027,0.051,0.13,11,0.037,0.39,5,9,87,712,0.21,8,0,0.032,0.9,0.2,0.3
Sauce,27047,10,123,5,6.36,0,7.9,1.9,422,0,1.615,1.13,0,0.036,0.8,3.5,0.046,89.52,0,0,0,0.89,9,0.081,0.65,19,41,259,906,0.25,11,0,0.083,12.3,0.43,13.6
Sauce,27048,0,177,0,22.04,0,11.5,1.5,0,12564,0.913,1.25,0,0.054,0.8,9.82,0.034,71,0,0,0,0.23,19,0.189,1.37,17,33,312,1647,0.34,15,0,0.105,6.8,1.16,2.2
Sauce,27049,15,67,35,13.3,7,8,0.5,55,0,0.093,1,3,0.029,0.9,4.25,0.016,67,3.605,9.044,3.333,16.7,26,0.023,0.25,6,17,68,667,0.12,11,0.02,0.044,2.3,1.68,50.4
Sauce,27050,0,6,0,38.22,0,2.4,0.1,0,0,0.187,0.27,0,0.019,0.4,18.75,0.048,60.27,0,0,0,0.02,10,0.079,0.21,8,7,99,539,0.09,1,0,0.053,8.7,0.01,0.2
Sauce,27051,7,212,0,28.22,0,11,1.8,2,6753,0.82,1.36,0,0.047,2.2,11.83,0.021,65.67,0,0,0,1.05,26,0.111,0.83,17,30,309,1262,0.38,18,0,0.08,11.6,1.08,4.4
Dip,27052,0,112,30,11.14,9,7.9,0.7,67,300,0.136,3.14,22,0.065,3.2,1.95,0.012,73.72,2.762,3.643,2.491,9.51,98,0.004,0.14,8,200,105,796,0.41,33,0.25,0.043,0.4,1.86,17.6
Sauce,27059,0,0,0,22.02,0,28.9,1.8,0,0,3.2,6.31,0,0.127,3.4,17.07,0.06,51.4,6.986,4.786,2.907,16.02,22,0.123,0.91,45,107,235,1338,0.78,0,0,0.19,0,2.23,1
Soup,27060,195,572,0,10.28,1,10.6,1.1,116,659,0.61,1.16,2,0.1,0.8,2.78,0.05,86.91,0.111,0.097,0.217,0.51,25,0.046,0.4,12,28,349,138,0.24,58,0.02,0.07,0.7,0.18,6.2
Soup,27062,58,139,0,7.94,4,9,0.9,56,357,0.933,2.81,0,0.085,2.2,1.22,0.027,87.35,0.349,0.232,0.329,0.96,11,0.058,0.45,9,50,121,297,0.5,14,0.15,0.078,0.5,0.12,0.4
Sauce,27063,74,362,62,4.87,0,0.9,0.5,103,994,0.388,0.62,0,0.055,0.4,1.83,0.04,91.78,0.068,0.276,0.111,0.91,7,0.031,0.67,6,11,101,547,0.09,36,0,0.059,0.3,0.7,2.8
Wasabi,27064,0,2,0,46.13,0,2.3,6.1,5,0,0.16,2.23,0,0.07,2.2,13.2,0.05,31.7,4.41,3.627,2.031,10.9,41,0.055,0.5,21,26,182,3390,0.61,0,0,0.05,0,3.91,3.5
Dip,27065,0,0,0,15.89,0,16.3,4.9,0,0,0.43,5.44,0,0.1,7.7,0.99,0.09,72.95,0.859,1.957,0.529,3.7,26,0.196,1.6,40,105,368,443,0.69,0,0,0.115,0.6,0.91,1.7
Sauce,27066,2,4,2,10.05,50,38.4,1,51,0,0.115,1.09,17,0.045,2.2,8.98,0.05,35.83,13.087,29.169,8.233,50.89,12,0.018,0.23,6,19,44,730,0.17,17,0.09,0.037,0.2,4.19,91.3
Bread,28285,0,0,0,46.13,0,7.8,9.7,11,0,4.61,7.85,0,0.18,26.6,2.93,0.45,35.43,2.091,0.761,3.311,9.2,36,0.229,2.2,56,158,196,298,1.54,0,0,0.28,0,0.55,3.3
Bread,28286,0,0,0,45.35,1,6.3,9.6,12,0,1.83,6.36,2,0.076,7.1,4.15,0.11,33.5,3.837,2.484,5.826,13.2,25,0.146,1.61,37,120,139,452,0.82,2,0,0.08,0,1.35,3.4
Bread,28287,0,0,0,46.21,1,10.1,4.8,11,0,3.58,10.2,2,0.18,11.4,3.4,0.176,34.9,1.946,1.258,2.907,6.7,59,0.158,1.73,68,188,185,467,1.24,2,0,0.128,0,1.32,3.3
Bread,28288,0,0,0,55.77,1,14.3,2.2,14,0,5.585,10.65,1,0.43,38.8,3.55,0.68,26.05,2.658,1.022,1.401,5.8,41,0.135,3.9,30,111,131,506,0.88,1,0.13,0.105,0.2,0,10.9
Cookie,28289,0,1,0,64.1,2,11.4,4.4,10,0,1.2,3.5,6,0.12,9.4,35.8,0.14,5.7,2.8,3.7,17.7,25.8,40,0.38,3.2,30,76,195,182,0.5,6,0.04,0.05,0.2,2.42,5
Cookie,28290,0,0,0,52.9,0,17.5,3.5,8,0,4.5,8.1,0,0.09,7.3,30.9,0.14,1.8,8.4,6.3,19.2,35.3,35,0.585,2.1,17,37,217,371,0.2,0,0.01,0.102,0,4.32,4.7
Cookies,28291,0,0,0,70.09,0,3.5,0.9,6,0,1.7,3,0,0.15,11.3,41.1,0.28,2,2.4,4.5,16.2,24.1,6,0.052,1.57,7,5,96,257,0.24,0,0,0.014,0,0.93,6
Crackers,28292,1,2,0,67.6,0,10.4,3.5,73,0,3.4,7.1,0,0.28,26.1,12,0.52,2.5,5,11.8,3.3,20.4,14,0.151,2.59,29,292,171,883,0.98,0,0,0.117,0,1.75,36
Cookie,28293,0,0,0,68.83,1,6.7,1.9,7,0,2.1,4.1,0,0.19,9,33.8,0.34,2,2.7,5.1,14.8,23.5,19,0.365,2.44,13,74,234,301,0.2,0,0.03,0.026,0,1.81,6.6
Cookie,28294,0,0,0,67.87,0,7,2.3,8,0,2.5,4.5,0,0.19,11.8,32,0.29,2,2.6,3.6,16.5,24.2,15,0.267,3,25,75,95,380,0.3,0,0.02,0.023,0,2.79,6.9
Tortillas,28295,0,3,0,45.89,0,20,9.8,130,0,4.858,9.76,0,0.289,37,2.44,0.823,30.15,3.062,0.992,4.878,9.76,244,0.266,2.63,85,346,262,617,1.92,0,0,0.312,0,0.9,4.5
Cake,28296,0,0,0,69.37,93,68.4,14.9,3,0,2.102,3.71,1,0.296,20.5,33.42,0.276,11.31,3.517,3.034,5.57,13,149,0.243,4.01,34,146,193,483,0.73,1,0.18,0.046,0,1.13,7.5
Cake,28297,0,0,0,74.3,93,85.8,14.9,9,0,2.199,3.71,5,0.301,22.1,29.71,0.302,9.66,3.406,3.179,3.713,11.14,223,0.067,1.34,11,98,73,316,0.49,5,0.22,0.048,0,1.06,6.3
Cookies,28298,0,0,0,61.58,0,13.9,11.1,7,0,1.441,2.77,0,0.247,12.9,38.73,0.178,24.83,3.432,2.581,2.766,9.68,0,0.178,1.99,31,59,143,290,0.46,0,0.02,0.019,0,0.59,8
Cookies,28299,0,0,0,76.17,0,22.1,2.9,30,0,2.235,2.94,0,0.204,13.2,41.18,0.29,6.23,4.66,3.425,2.941,13.24,0,0.188,3.18,25,66,176,471,0.49,0,0,0.02,0,1.68,16
Cookies,28300,0,0,0,55.62,0,8.7,2.6,6,0,1.146,2.61,1,0.111,6.8,31.36,0.236,22.1,4.53,7.434,5.226,18.29,0,0.137,1.88,35,94,136,500,0.67,1,0.01,0.046,0,2.21,5.4
Cookies,28301,0,0,0,50.52,17,38.5,3.4,31,0,5.538,10.34,0,0.222,16.6,0,0.34,6.17,7.735,11.486,8.621,31.03,0,0.199,2.48,49,132,202,448,1.05,0,0,0.112,0,3.51,34.8
Cookies,28302,0,2,0,77.96,0,12.3,5.7,105,0,3.818,5.71,0,0.236,33.7,22.86,0.453,8.01,1.718,3.367,0,5.71,429,0.197,3.09,56,163,171,629,1.16,0,0,0.158,0,0.86,2.5
Crackers,28303,0,44,12,57.29,16,14.5,6.4,24,0,5.13,9.62,8,0.545,40.3,0,0.289,14.26,8.015,3.206,3.206,16.03,128,0.231,3.46,68,264,212,706,1.84,12,0.06,0.203,0,1.08,3.9
Waffles,28304,0,1,1,49.16,0,14.7,4.3,24,0,5.714,7.14,155,0.486,30.5,4.29,0.429,38.39,0.714,1.429,0.714,3.57,143,0.193,6.43,65,286,164,557,1.17,155,1.71,0.571,0,0.41,3.3
Cookies,28309,0,0,0,61.22,0,9.1,5.1,0,0,0.22,3.02,0,0.06,6.8,45.16,0.02,11.5,1.61,0.81,20.099,22.55,5,0.269,0.82,29,68,123,241,0.73,0,0,0.096,0,0.19,1.1
Cookies,28310,0,1,0,75.99,0,1.5,1.3,24,0,3.275,5.37,0,0.314,6.2,21.65,0.353,3.6,3.13,6.057,4.694,14,13,0.09,2.98,14,66,88,571,0.49,0,0,0.071,0,2.44,3.5
Cookies,28311,0,0,0,65.99,0,16.3,3.4,4,0,0.642,3.45,1,0.215,5.4,51.72,0.094,1.73,4.866,4.176,17.241,27.59,0,0.265,1.24,45,117,311,138,0.61,1,0.15,0.048,0,2.16,6.9
Rolls,28312,0,6,0,47.31,0,14.5,4.2,6,0,4.779,11.69,27,0.291,26.7,6.9,0.532,35.23,0.713,1.796,0.746,3.61,196,0.165,2.92,47,154,181,463,1.17,27,0.19,0.127,1.3,0.4,6.8
Rolls,28313,0,8,0,44.93,0,14.1,6.1,7,0,4.52,12.38,32,0.187,32.9,5.92,0.442,35.92,0.717,1.776,0.921,4.38,198,0.239,2.42,81,217,242,477,1.71,33,0.19,0.194,1.3,0.41,4.5
Crackers,28314,0,0,0,63.49,0,13.1,2.8,10,0,4.683,8.33,0,0.302,19.5,11.11,0.454,9.33,5.556,6.944,2.778,16.67,0,0.13,3,30,97,122,639,0.67,0,0,0.073,0,1.86,3
Bread,28315,0,2,2,44.38,0,2.7,3.5,26,0,2.822,7.05,0,0.12,12.3,14.11,0.317,41.93,0,3.527,0,5.29,71,0.064,2.54,11,57,74,388,0.49,0,0.05,0.027,0,0.5,9.5
Bread,28316,0,3,0,33.88,0,14.9,5.3,104,0,2.33,13.16,0,0.079,30,2.63,0.233,50.88,0,0,0,0,0,0.208,1.89,66,176,198,474,1.25,0,0,0.193,0,0.34,1.1
Bread,28318,0,2,0,49.1,0,10.4,4.2,97,0,3.902,8.33,0,0.252,31.4,0,0.522,39.81,0.18,0.576,0,1.04,42,0.188,0.75,52,159,163,375,1.16,0,0,0.16,0,0.3,0.7
Rolls,28321,0,1,0,46.5,0,12.9,2.3,52,0,4.651,9.3,0,0.316,14,9.3,0.523,38.67,0.564,1.221,1.163,3.49,233,0.179,2.59,38,153,190,512,2.05,0,0,0.104,0,0.33,5
Pancakes,28324,0,3,0,74.11,0,18.8,7.9,108,0,7.895,10.53,0,0.895,19,10.53,0.395,10.5,0.057,0.259,0,1.32,158,0.284,7.11,84,789,368,1632,1.64,0,0,0.114,0,0.27,1.1
Crackers,28326,0,2,0,54.59,0,29.7,9.4,79,0,6.277,14.12,0,0.232,18.7,9.41,0.334,7.32,9.779,4.497,4.525,21.18,33,0.309,3.07,107,256,330,635,2.05,0,0,0.22,0,2.63,4.5
Crackers,28327,0,0,0,72.81,0,9.7,7.1,17,0,1.154,7.14,0,0.037,31.3,0,0.111,11,4.043,2.457,0,7.14,0,0.133,0,20,100,99,571,0.65,0,0,0.041,0,0.29,1.8
Cookies,28328,0,0,0,63.52,0,11.3,0,8,0,1.831,2.94,0,0.166,11.8,38.24,0.246,14.95,4.504,6.393,5.882,17.65,0,0.211,1.06,25,59,94,279,0.69,0,0.02,0.019,0,1.84,4.2
Cookies,28329,0,0,0,63.26,0,13.7,1.6,14,0,3.539,3.23,0,0.401,9.3,40.32,0.347,13.02,3.966,3.013,11.29,19.35,32,0.18,2.49,38,96,227,210,0.67,0,0.07,0.328,0,1.96,4
Cookies,28330,0,32,0,63.26,0,8.2,0,4,0,5.455,4.55,40,0.773,4.2,40.91,0.682,12.27,4.207,1.773,11.364,18.18,0,0.432,1.64,51,98,227,341,1.11,43,0.04,0.909,0,0.72,6.9
Cookies,28332,0,0,0,76.03,0,19.6,2.5,3,0,0.39,2.19,0,0.076,0,49,0.05,2.84,6.142,1.807,7.905,17.89,19,0.261,2.81,40,70,157,275,0.66,0,0,0,0,2.31,25.6
Bread,28337,0,0,0,45.78,0,12.6,4.3,0,0,2.775,4.31,0,0.505,0.4,3.53,0.375,42.99,2.009,0.516,0.977,5.24,138,0.075,2.63,12,51,75,447,0.48,0,0,0.073,0,0.6,0.3
Rolls,28341,0,0,0,50.47,0,13.4,5.1,0,0,3.875,3.34,0,0.48,0.4,6.87,0.615,42,1.353,0.637,0.215,2.65,180,0.096,3.57,13,50,76,593,0.56,0,0,0.037,0,0.18,0.1
Crackers,28345,0,4,0,66.3,0,27.1,10.2,174,0,4.833,11.25,0,0.173,17.4,0.86,0.208,3.59,7.004,5.981,2.069,15.84,238,0.549,2.83,164,374,381,438,2.64,0,0,0.37,0,1.5,13.7
Waffles,28346,0,1,1,43.05,0,15.5,1.4,44,0,1.803,2.72,0,0.04,0.4,1.73,0.08,43.37,4.456,2.375,0.781,8.84,40,0.089,0.63,31,359,124,505,0.5,0,2.68,0.067,0,0.96,11.1
Pancakes,28347,0,1,0,40.32,12,14.7,1.5,39,0,1.55,3.31,0,0.04,0.4,4.06,0.07,50.24,2.376,1.241,0.48,4.55,39,0.109,0.7,34,306,127,331,0.55,0,1.62,0.075,0.3,0.42,4.3
Rolls,28348,0,0,0,53.58,55,14.6,3.1,15,0,3.787,10.04,40,0.327,8.5,15.38,0.48,27.83,1.851,0.855,3.516,7.37,62,0.097,2.74,24,127,149,253,0.85,40,0.21,0.11,0.2,0.38,0.6
Cookies,28349,0,68,0,64.62,20,13.1,16.1,25,0,1.537,4.02,86,0.404,24.7,32.14,0.234,19.46,3.332,2.269,4.09,10.04,0,0.131,1.45,32,92,274,562,0.61,92,0.08,0.044,0,1.1,11.3
Cookies,28350,0,1,0,51.08,0,4.4,5,7,0,0.641,10,1,0.199,14.7,25,0.071,15.09,2.065,6.717,12.584,22.5,50,0.225,0.9,36,184,181,213,0.9,1,0.4,0.048,0,8.87,1.7
Cookies,28351,0,0,0,70.54,0,27,3.5,12,0,3.861,7.05,1,0.493,23.9,21.16,0.541,9.79,2.694,1.67,5.291,10.58,0,0.101,0,28,193,307,370,0.61,1,0.19,0.074,0,0.45,3.8
Cookies,28352,0,0,0,78.16,0,1.2,2.1,40,0,3.006,4.17,0,0.27,17.6,37.5,0.402,6.25,5.602,1.118,3.175,10.42,42,0.077,2.25,12,60,104,354,0.37,0,0.01,0.025,0,1.31,2.6
Bread,28397,0,1,0,43.34,0,22,7.4,94,0,4.042,13.36,0,0.131,32.9,6.39,0.279,36.94,0.76,1.872,0.872,4.23,103,0.282,2.5,78,228,230,381,1.7,0,0,0.263,0.1,0.37,1.4
Cookies,28399,0,0,0,74.1,0,12,1.1,2,0,3.47,6.9,0,0.326,7,23.3,0.35,3.9,7.666,1.873,3.463,13.8,43,0.157,2.75,18,114,100,335,0.64,0,0.05,0.022,0,0.12,5.9
Sweet Potatoes,31023,0,5204,0,35.58,0,26,5.7,8,0,0.697,2.16,0,0.092,0.4,12.9,0.092,51.97,3.703,2.863,1.157,8.92,52,0.177,0.77,26,59,409,146,0.38,434,0,0.177,7.5,1.49,4.6
Ginger root,31033,0,0,0,4.83,0,10.5,2.6,0,0,0.022,0.33,0,0.015,0.4,0,0.02,92.3,0.02,0.034,0.037,0.1,74,0.018,0.28,4,2,36,906,0.04,0,0,0.037,0,0.18,2.2
Peppers,31034,163,440,1,4.56,0,8.9,2.6,585,0,0.343,0.8,0,0.023,0.4,1.6,0.037,90.2,0.023,0.143,0.061,0.4,61,0.045,0.32,6,13,113,1430,0.09,43,0,0.105,12.3,0.9,21.9
Potatoes,31036,0,19,0,13.29,13,15.7,1.9,0,0,1.02,1.97,52,0.088,0.8,1.76,0.085,78.27,1.236,0.684,2.632,5.01,34,0.011,0.27,14,61,274,298,0.3,53,0.22,0.109,0.1,0.29,2.4
Rice and vermicelli mix,32002,0,1,0,76.31,1,17.5,1.2,28,0,6.127,10.42,4,0.087,32.4,1.53,0.603,8.04,0.373,0.377,0.307,1.37,83,0.166,2.44,32,154,188,1303,1.01,4,0.02,0.4,4.1,0.04,0.5
Taquitos,32006,1,63,26,33.63,13,15.9,2.9,111,133,3.85,9.21,23,0.277,16.7,1.3,0.331,42.74,4.835,4.235,2.31,12.54,104,0.1,2.47,24,132,155,453,0.71,30,0.18,0.14,0,1.13,16.9
Taquitos,32007,1,103,36,33.46,11,18.9,2.8,119,413,3.537,9.4,25,0.309,15.4,1.66,0.331,42.45,5.127,4.187,2.621,12.79,97,0.102,2.67,24,137,174,456,1.05,35,0.28,0.179,0,1.25,22
